"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"F.Cu (mm)";"B.Cu (mm)";
001;"AG_PH_BOOTRC_24";2;0;0.0000;1.3000;0.0000;1.3000;0.0000;1.3000;
002;"AG_PH_BOOTRC_25";2;0;0.0000;1.3414;0.0000;1.3414;0.0000;1.3414;
003;"AG_PH_BOOTRC_26";2;0;0.0000;1.3414;0.0000;1.3414;0.0000;1.3414;
004;"AG_PH_BOOTRC_27";2;0;0.0000;1.3828;0.0000;1.3828;0.0000;1.3828;
005;"AG_PH_BOOTRC_28";2;0;0.0000;1.3828;0.0000;1.3828;0.0000;1.3828;
006;"AG_PH_BOOTRC_29";2;0;0.0000;1.3000;0.0000;1.3000;0.0000;1.3000;
007;"AG_PH_BOOTRC_30";2;0;0.0000;1.3414;0.0000;1.3414;0.0000;1.3414;
008;"AG_PH_BOOTRC_31";2;0;0.0000;1.7113;0.0000;1.7113;0.0000;1.7113;
009;"AG_PH_BOOTRC_32";2;0;0.0000;1.3828;0.0000;1.3828;0.0000;1.3828;
010;"AG_PH_BOOTRC_33";2;0;0.0000;1.3000;0.0000;1.3000;0.0000;1.3000;
011;"AG_PH_BOOTRC_34";2;0;0.0000;2.8657;0.0000;2.8657;0.0000;2.8657;
012;"AG_PH_BOOTRC_35";2;0;0.0000;1.3828;0.0000;1.3828;0.0000;1.3828;
013;"AG_PH_BOOT_24";2;1;1.6000;1.1328;0.0000;2.7328;0.5097;0.6232;
014;"AG_PH_BOOT_25";2;1;1.6000;2.8654;0.0000;4.4654;1.8311;1.0343;
015;"AG_PH_BOOT_26";2;1;1.6000;3.8546;0.0000;5.4546;3.0210;0.8336;
016;"AG_PH_BOOT_27";2;1;1.6000;1.6431;0.0000;3.2431;1.1882;0.4549;
017;"AG_PH_BOOT_28";2;1;1.6000;7.9543;0.0000;9.5543;7.4756;0.4787;
018;"AG_PH_BOOT_29";2;1;1.6000;6.9869;0.0000;8.5869;0.3968;6.5901;
019;"AG_PH_BOOT_30";2;1;1.6000;1.1578;0.0000;2.7578;0.7953;0.3625;
020;"AG_PH_BOOT_31";2;1;1.6000;2.9965;0.0000;4.5965;2.3354;0.6611;
021;"AG_PH_BOOT_32";2;1;1.6000;4.2895;0.0000;5.8895;1.0122;3.2772;
022;"AG_PH_BOOT_33";2;1;1.6000;2.3571;0.0000;3.9571;1.5589;0.7982;
023;"AG_PH_BOOT_34";2;1;1.6000;2.2864;0.0000;3.8864;1.5368;0.7496;
024;"AG_PH_BOOT_35";2;1;1.6000;1.8440;0.0000;3.4440;1.0847;0.7593;
025;"AG_PH_PHASE_24";2;1;1.6000;2.0109;0.0000;3.6109;1.5297;0.4812;
026;"AG_PH_PHASE_25";2;1;1.6000;3.7364;0.0000;5.3364;3.3499;0.3865;
027;"AG_PH_PHASE_26";2;1;1.6000;3.1569;0.0000;4.7569;2.0486;1.1083;
028;"AG_PH_PHASE_27";2;1;1.6000;3.7863;0.0000;5.3863;3.1828;0.6035;
029;"AG_PH_PHASE_28";2;1;1.6000;4.6972;0.0000;6.2972;4.2225;0.4746;
030;"AG_PH_PHASE_29";2;1;1.6000;5.2520;0.0000;6.8520;4.8534;0.3986;
031;"AG_PH_PHASE_30";2;1;1.6000;1.3472;0.0000;2.9472;0.7456;0.6016;
032;"AG_PH_PHASE_31";2;1;1.6000;1.0864;0.0000;2.6864;0.6954;0.3910;
033;"AG_PH_PHASE_32";2;1;1.6000;3.3971;0.0000;4.9971;2.9237;0.4734;
034;"AG_PH_PHASE_33";2;1;1.6000;2.7046;0.0000;4.3046;2.1296;0.5750;
035;"AG_PH_PHASE_34";2;1;1.6000;2.4528;0.0000;4.0528;2.0528;0.4000;
036;"AG_PH_PHASE_35";2;1;1.6000;0.9770;0.0000;2.5770;0.3647;0.6122;
037;"AG_PH_SW_24";11;0;0.0000;9.5542;0.0000;9.5542;9.5542;0.0000;
038;"AG_PH_SW_25";11;0;0.0000;10.6062;0.0000;10.6062;10.6062;0.0000;
039;"AG_PH_SW_26";11;0;0.0000;6.2435;0.0000;6.2435;6.2435;0.0000;
040;"AG_PH_SW_27";11;0;0.0000;5.8121;0.0000;5.8121;5.8121;0.0000;
041;"AG_PH_SW_28";11;0;0.0000;5.8121;0.0000;5.8121;5.8121;0.0000;
042;"AG_PH_SW_29";11;0;0.0000;5.8121;0.0000;5.8121;5.8121;0.0000;
043;"AG_PH_SW_30";11;0;0.0000;5.8707;0.0000;5.8707;5.8707;0.0000;
044;"AG_PH_SW_31";11;0;0.0000;6.9039;0.0000;6.9039;6.9039;0.0000;
045;"AG_PH_SW_32";11;0;0.0000;5.8121;0.0000;5.8121;5.8121;0.0000;
046;"AG_PH_SW_33";11;0;0.0000;12.4335;0.0000;12.4335;12.4335;0.0000;
047;"AG_PH_SW_34";11;0;0.0000;7.6749;0.0000;7.6749;7.6749;0.0000;
048;"AG_PH_SW_35";11;0;0.0000;5.9536;0.0000;5.9536;5.9536;0.0000;
049;"AG_VDD_PWM_PH10_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
050;"AG_VDD_PWM_PH11_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
051;"AG_VDD_PWM_PH12_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
052;"AG_VDD_PWM_PH1_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
053;"AG_VDD_PWM_PH2_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
054;"AG_VDD_PWM_PH3_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
055;"AG_VDD_PWM_PH4_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
056;"AG_VDD_PWM_PH5_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
057;"AG_VDD_PWM_PH6_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
058;"AG_VDD_PWM_PH7_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
059;"AG_VDD_PWM_PH8_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
060;"AG_VDD_PWM_PH9_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
061;"SNN_PH_NC_1_24";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
062;"SNN_PH_NC_1_25";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
063;"SNN_PH_NC_1_26";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
064;"SNN_PH_NC_1_27";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
065;"SNN_PH_NC_1_28";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
066;"SNN_PH_NC_1_29";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
067;"SNN_PH_NC_1_30";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
068;"SNN_PH_NC_1_31";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
069;"SNN_PH_NC_1_32";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
070;"SNN_PH_NC_1_33";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
071;"SNN_PH_NC_1_34";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
072;"SNN_PH_NC_1_35";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
073;"SNN_PH_NC_31_24";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
074;"SNN_PH_NC_31_25";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
075;"SNN_PH_NC_31_26";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
076;"SNN_PH_NC_31_27";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
077;"SNN_PH_NC_31_28";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
078;"SNN_PH_NC_31_29";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
079;"SNN_PH_NC_31_30";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
080;"SNN_PH_NC_31_31";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
081;"SNN_PH_NC_31_32";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
082;"SNN_PH_NC_31_33";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
083;"SNN_PH_NC_31_34";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
084;"SNN_PH_NC_31_35";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
085;"SNN_PH_NC_37_24";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
086;"SNN_PH_NC_37_25";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
087;"SNN_PH_NC_37_26";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
088;"SNN_PH_NC_37_27";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
089;"SNN_PH_NC_37_28";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
090;"SNN_PH_NC_37_29";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
091;"SNN_PH_NC_37_30";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
092;"SNN_PH_NC_37_31";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
093;"SNN_PH_NC_37_32";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
