"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"F.Cu (mm)";"B.Cu (mm)";
001;"AG_DVDD_PL0_PWM_PH1_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
002;"AG_HVDD_PL0_PWM_PH1_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
003;"AG_HVDD_PL0_PWM_PH2_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
004;"AG_PH_BOOTRC_45";2;0;0.0000;2.1033;0.0000;2.1033;2.1033;0.0000;
005;"AG_PH_BOOTRC_46";2;0;0.0000;1.5197;0.0000;1.5197;1.5197;0.0000;
006;"AG_PH_BOOTRC_47";2;0;0.0000;1.6360;0.0000;1.6360;1.6360;0.0000;
007;"AG_PH_BOOT_45";2;0;0.0000;6.0681;0.0000;6.0681;6.0681;0.0000;
008;"AG_PH_BOOT_46";2;0;0.0000;1.7074;0.0000;1.7074;1.7074;0.0000;
009;"AG_PH_BOOT_47";2;0;0.0000;1.7989;0.0000;1.7989;1.7989;0.0000;
010;"AG_PH_PHASE_45";2;0;0.0000;3.8565;0.0000;3.8565;3.8565;0.0000;
011;"AG_PH_PHASE_46";2;0;0.0000;1.1179;0.0000;1.1179;1.1179;0.0000;
012;"AG_PH_PHASE_47";2;0;0.0000;1.8093;0.0000;1.8093;1.8093;0.0000;
013;"AG_PH_SW_45";11;0;0.0000;9.5617;0.0000;9.5617;9.5617;0.0000;
014;"AG_PH_SW_46";11;0;0.0000;8.5647;0.0000;8.5647;8.5647;0.0000;
015;"AG_PH_SW_47";11;0;0.0000;6.7632;0.0000;6.7632;6.7632;0.0000;
016;"DVDD_PL0_2";7;0;0.0000;14.3079;0.0000;14.3079;14.3079;0.0000;
017;"HVDD_PL0_2";14;0;0.0000;39.2144;0.0000;39.2144;39.2144;0.0000;
018;"SNN_PH_NC_1_45";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
019;"SNN_PH_NC_1_46";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
020;"SNN_PH_NC_1_47";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
021;"SNN_PH_NC_31_45";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
022;"SNN_PH_NC_31_46";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
023;"SNN_PH_NC_31_47";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
024;"SNN_PH_NC_37_45";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
025;"SNN_PH_NC_37_46";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
026;"SNN_PH_NC_37_47";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
027;"SNN_PH_NC_41_45";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
028;"SNN_PH_NC_41_46";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
029;"SNN_PH_NC_41_47";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
030;"SNN_PH_NC_6_45";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
031;"SNN_PH_NC_6_46";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
032;"SNN_PH_NC_6_47";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
033;"SNN_PH_REFIN_45";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
034;"SNN_PH_REFIN_46";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
035;"SNN_PH_REFIN_47";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
036;"S_DVDD_PL0_ISEN_PH1_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
037;"S_DVDD_PL0_TAO_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
038;"S_HVDD_PL0_ISEN_PH1_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
039;"S_HVDD_PL0_ISEN_PH2_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
040;"S_HVDD_PL0_TAO_4";2;0;0.0000;1.6211;0.0000;1.6211;1.6211;0.0000;
041;"S_PH_EN_45";2;0;0.0000;3.8854;0.0000;3.8854;3.8854;0.0000;
042;"S_PH_EN_46";2;0;0.0000;2.1712;0.0000;2.1712;2.1712;0.0000;
043;"S_PH_EN_47";2;0;0.0000;0.9810;0.0000;0.9810;0.9810;0.0000;
044;"S_PH_TAO_45";2;0;0.0000;2.3284;0.0000;2.3284;2.3284;0.0000;
045;"S_PH_TAO_46";2;0;0.0000;4.3018;0.0000;4.3018;4.3018;0.0000;
046;"S_PH_TAO_47";2;0;0.0000;1.9252;0.0000;1.9252;1.9252;0.0000;
047;"S_PH_VCC_45";4;0;0.0000;6.3471;0.0000;6.3471;6.3471;0.0000;
048;"S_PH_VCC_46";4;2;3.2000;11.8543;0.0000;15.0543;6.3703;5.4840;
049;"S_PH_VCC_47";4;0;0.0000;10.8751;0.0000;10.8751;10.8751;0.0000;
050;"VDRV";9;0;0.0000;25.7820;0.0000;25.7820;25.7820;0.0000;
