"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"F.Cu (mm)";"B.Cu (mm)";
001;"NET_3.3V_AUX";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
002;"NET_3.3V_CONT_VCORE";6;0;0.0000;10.7966;0.0000;10.7966;10.7966;0.0000;
003;"NET_5V_DRV";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
004;"AG_VCORE_PWM1";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
005;"AG_VCORE_PWM10";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
006;"AG_VCORE_PWM2";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
007;"AG_VCORE_PWM3";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
008;"AG_VCORE_PWM4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
009;"AG_VCORE_PWM5";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
010;"AG_VCORE_PWM6";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
011;"AG_VCORE_PWM7";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
012;"AG_VCORE_PWM8";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
013;"AG_VCORE_PWM9";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
014;"GP_DCDC_VCORE_CPLD_ALERT";2;0;0.0000;3.2170;0.0000;3.2170;3.2170;0.0000;
015;"GP_DCDC_VCORE_PSI";2;0;0.0000;1.4496;0.0000;1.4496;1.4496;0.0000;
016;"GP_VCORE_BOOT";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
017;"GP_VCORE_CSSUM";11;0;0.0000;27.5790;0.0000;27.5790;27.5790;0.0000;
018;"GP_VCORE_IREF";2;2;3.2000;5.1920;0.0000;8.3920;3.3326;1.8594;
019;"GP_VCORE_REF_ADJ";3;0;0.0000;4.9316;0.0000;4.9316;4.9316;0.0000;
020;"GP_VCORE_VDIFF";2;2;3.2000;7.7984;0.0000;10.9984;5.2070;2.5915;
021;"GP_VCORE_VFB";2;2;3.2000;3.7560;0.0000;6.9560;0.8508;2.9053;
022;"GP_VCORE_VR_IMON_R";2;0;0.0000;2.1692;0.0000;2.1692;2.1692;0.0000;
023;"I2C_DCDC3_SCL";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
024;"I2C_DCDC3_SDA";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
025;"SNN_PWR_VCORE_NC1";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
026;"S_ADDR_PMBUS_CONT_VCORE";3;0;0.0000;6.7611;0.0000;6.7611;6.7611;0.0000;
027;"S_TAO_VCORE";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
028;"S_TAO_VCORE_R";4;0;0.0000;7.1069;0.0000;7.1069;7.1069;0.0000;
029;"S_VCORE_ACSP10_P";2;0;0.0000;20.2338;0.0000;20.2338;20.2338;0.0000;
030;"S_VCORE_ACSP1_P";2;0;0.0000;5.6772;0.0000;5.6772;5.6772;0.0000;
031;"S_VCORE_ACSP2_P";2;2;3.2000;6.5845;0.0000;9.7845;4.3369;2.2476;
032;"S_VCORE_ACSP3_P";2;0;0.0000;2.2586;0.0000;2.2586;2.2586;0.0000;
033;"S_VCORE_ACSP4_P";2;0;0.0000;1.3320;0.0000;1.3320;1.3320;0.0000;
034;"S_VCORE_ACSP5_P";2;0;0.0000;3.4983;0.0000;3.4983;3.4983;0.0000;
035;"S_VCORE_ACSP6_P";2;0;0.0000;4.9746;0.0000;4.9746;4.9746;0.0000;
036;"S_VCORE_ACSP7_P";2;0;0.0000;1.5837;0.0000;1.5837;1.5837;0.0000;
037;"S_VCORE_ACSP8_P";2;0;0.0000;3.5969;0.0000;3.5969;3.5969;0.0000;
038;"S_VCORE_ACSP9_P";2;0;0.0000;7.4574;0.0000;7.4574;7.4574;0.0000;
039;"S_VCORE_EN";2;0;0.0000;3.6015;0.0000;3.6015;3.6015;0.0000;
040;"S_VCORE_PG";2;0;0.0000;3.8618;0.0000;3.8618;3.8618;0.0000;
041;"S_VCORE_SENSE_N";2;0;0.0000;1.5026;0.0000;1.5026;1.5026;0.0000;
042;"S_VCORE_SENSE_P";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
043;"S_VCORE_SENSE_P_R";3;0;0.0000;3.5863;0.0000;3.5863;3.5863;0.0000;
044;"S_VCORE_VR_IMON";3;0;0.0000;12.2953;0.0000;12.2953;12.2953;0.0000;
045;"S_VINSEN_VCORE";4;0;0.0000;12.1714;0.0000;12.1714;12.1714;0.0000;
046;"S_VREF_REFOUT_CONT_VCORE";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
047;"S_VREF_REFOUT_VCORE";5;0;0.0000;10.9205;0.0000;10.9205;10.9205;0.0000;
048;"S_VREF_VDD18_VCORE";5;0;0.0000;19.7304;0.0000;19.7304;19.7304;0.0000;
