"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"F.Cu (mm)";"B.Cu (mm)";
001;"AD_GPIO_EXP_HALFA";2;0;0.0000;0.8328;0.0000;0.8328;0.8328;0.0000;
002;"AD_GPIO_EXP_HALFB";2;0;0.0000;1.5864;0.0000;1.5864;1.5864;0.0000;
003;"GP_ASIC1_STRAP_FLASH_PRESENT";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
004;"GP_ASIC1_STRAP_FLASH_PRSNT_GPIO_EXP";2;0;0.0000;0.6500;0.0000;0.6500;0.6500;0.0000;
005;"GP_ASIC2_STRAP_FLASH_PRESENT";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
006;"GP_ASIC2_STRAP_FLASH_PRSNT_GPIO_EXP";2;0;0.0000;1.1547;0.0000;1.1547;1.1547;0.0000;
007;"GP_ASIC_SOC_JTAG_BUF_EN_L";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
008;"GP_ASIC_SOC_JTAG_BUF_EN_L_R";2;0;0.0000;0.4207;0.0000;0.4207;0.4207;0.0000;
009;"GP_GPIO_EXP_RESET_L";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
010;"GP_GPIO_EXP_RESET_L_R";4;0;0.0000;7.3993;0.0000;7.3993;7.3993;0.0000;
011;"GP_SPI_ASIC1_FW_BUF1_EN_L";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
012;"GP_SPI_ASIC1_FW_BUF1_EN_L_R";2;0;0.0000;1.0330;0.0000;1.0330;1.0330;0.0000;
013;"GP_SPI_ASIC2_FW_BUF1_EN_L";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
014;"GP_SPI_ASIC2_FW_BUF1_EN_L_R";2;0;0.0000;0.3207;0.0000;0.3207;0.3207;0.0000;
015;"GP_SW_I2C_MUXS_SEL_A";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
016;"GP_SW_I2C_MUXS_SEL_A_R";2;0;0.0000;0.9036;0.0000;0.9036;0.9036;0.0000;
017;"GP_SW_I2C_MUXS_SEL_B";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
018;"GP_SW_I2C_MUXS_SEL_B_R";2;0;0.0000;0.4207;0.0000;0.4207;0.4207;0.0000;
019;"I2C_TESTING_GPIO_SCL";3;0;0.0000;9.6346;0.0000;9.6346;9.6346;0.0000;
020;"I2C_TESTING_GPIO_SDA";3;0;0.0000;8.8699;0.0000;8.8699;8.8699;0.0000;
021;"SNN_GPIO_EXP1_INT_N";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
022;"SNN_GPIO_EXP1_IO3_6";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
023;"SNN_GPIO_EXP1_IO3_7";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
024;"SNN_GPIO_EXP1_IO5_0";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
025;"SNN_GPIO_EXP1_IO5_1";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
026;"SNN_GPIO_EXP1_IO5_2";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
027;"SNN_GPIO_EXP1_IO5_3";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
028;"SNN_GPIO_EXP1_IO5_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
029;"SNN_GPIO_EXP1_IO5_5";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
030;"SNN_GPIO_EXP1_IO5_6";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
031;"SNN_GPIO_EXP1_IO5_7";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
032;"SNN_GPIO_EXP2_INT_N";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
033;"S_1V8_CPLD_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
034;"S_1V8_CPLD_IO_EN_R";2;0;0.0000;1.1743;0.0000;1.1743;1.1743;0.0000;
035;"S_1V8_QPS_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
036;"S_1V8_QPS_EN_GPIO_EXP";2;0;0.0000;0.5624;0.0000;0.5624;0.5624;0.0000;
037;"S_3V3_ASIC_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
038;"S_3V3_ASIC_EN_R";2;0;0.0000;0.6207;0.0000;0.6207;0.6207;0.0000;
