"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"F.Cu (mm)";"B.Cu (mm)";
001;"NET_1V5_I210";9;0;0.0000;25.5241;0.0000;25.5241;25.5241;0.0000;
002;"NET_3V3_I210";14;0;0.0000;44.3361;0.0000;44.3361;44.3361;0.0000;
003;"NET_3V3_I210_PMOS";18;0;0.0000;71.6198;0.0000;71.6198;71.6198;0.0000;
004;"ETH1_I210_MAG_MDI0_N";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
005;"ETH1_I210_MAG_MDI0_P";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
006;"ETH1_I210_MAG_MDI1_N";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
007;"ETH1_I210_MAG_MDI1_P";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
008;"ETH1_I210_MAG_MDI2_N";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
009;"ETH1_I210_MAG_MDI2_P";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
010;"ETH1_I210_MAG_MDI3_N";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
011;"ETH1_I210_MAG_MDI3_P";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
012;"GP_I210_SPI_RST_L";2;0;0.0000;4.7318;0.0000;4.7318;4.7318;0.0000;
013;"I2C_CX8_I210_SCL";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
014;"I2C_CX8_I210_SDA";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
015;"JTAG_I210_TCK";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
016;"JTAG_I210_TDI";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
017;"JTAG_I210_TDO";2;0;0.0000;2.5476;0.0000;2.5476;2.5476;0.0000;
018;"JTAG_I210_TMS";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
019;"L_I210_GBE0_LINK1000_L";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
020;"L_I210_GBE0_LINK100_L";2;0;0.0000;3.1301;0.0000;3.1301;3.1301;0.0000;
021;"L_I210_GBE0_LINK_ACT_L";2;0;0.0000;1.6659;0.0000;1.6659;1.6659;0.0000;
022;"PCIE_I210_REFCLK_N";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
023;"PCIE_I210_REFCLK_P";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
024;"PCIE_I210_SOC_0AN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
025;"PCIE_I210_SOC_0AN_C";2;0;0.0000;2.8575;0.0000;2.8575;2.8575;0.0000;
026;"PCIE_I210_SOC_0AP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
027;"PCIE_I210_SOC_0AP_C";2;0;0.0000;1.6255;0.0000;1.6255;1.6255;0.0000;
028;"PCIE_SOC_I210_0AN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
029;"PCIE_SOC_I210_0AP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
030;"SE_I210_CBOT";2;0;0.0000;1.6853;0.0000;1.6853;1.6853;0.0000;
031;"SE_I210_CTOP";2;0;0.0000;1.6024;0.0000;1.6024;1.6024;0.0000;
032;"SE_I210_PCIE_DIS_L";2;0;0.0000;4.4207;0.0000;4.4207;4.4207;0.0000;
033;"SE_I210_XTAL_IN";2;0;0.0000;1.4298;0.0000;1.4298;1.4298;0.0000;
